id,retweet_count,favorite_count
675878199931371520,1237,3776
675870721063669760,496,1465
675853064436391936,1132,2417
675849018447167488,123,864
675845657354215424,776,2045
675822767435051008,474,1385
675820929667219457,206,956
675798442703122432,3042,9301
675781562965868544,418,1452
675740360753160193,295,1057
675710890956750848,717,1684
675707330206547968,597,1785
675706639471788032,85,583
675534494439489536,361,1662
675531475945709568,329,1067
675522403582218240,249,937
675517828909424640,407,1147
675501075957489664,5203,15518
675497103322386432,1130,2818
675489971617296384,526,1148
675483430902214656,853,1659
675432746517426176,501,1360
675372240448454658,452,1525
675362609739206656,192,941
675354435921575936,14858,29398
675349384339542016,1997,3522
675334060156301312,1127,2482
675166823650848770,1381,3166
675153376133427200,2257,5580
675149409102012420,1496,3347
675147105808306176,197,841
675146535592706048,255,1052
675145476954566656,779,1910
675135153782571009,411,1163
675113801096802304,686,1735
675111688094527488,213,867
675109292475830276,995,2515
675047298674663426,274,927
675015141583413248,1034,2407
675006312288268288,200,874
675003128568291329,406,1388
674999807681908736,951,1989
674805413498527744,315,758
674800520222154752,746,2689
674793399141146624,950,2217
674790488185167872,216,983
674788554665512960,181,718
674781762103414784,1043,1803
674774481756377088,407,980
674767892831932416,689,1625
674764817387900928,200,698
674754018082705410,382,1229
674752233200820224,399,1308
674743008475090944,464,1258
674742531037511680,44,431
674739953134403584,326,969
674737130913071104,80,580
674690135443775488,411,1023
674670581682434048,565,1445
674664755118911488,205,809
674646392044941312,429,1281
674644256330530816,241,927
674638615994089473,509,1515
674632714662858753,501,1337
674606911342424069,86,839
674468880899788800,1773,5545
674447403907457024,314,954
674436901579923456,344,988
674422304705744896,464,1280
674416750885273600,114,611
674410619106390016,400,1068
674394782723014656,487,1334
674372068062928900,280,766
674330906434379776,65,504
674318007229923329,449,1251
674307341513269249,6013,10120
674291837063053312,5129,13154
674271431610523648,643,1394
674269164442398721,202,824
674265582246694913,727,1456
674262580978937856,382,1178
674255168825880576,464,1300
674082852460433408,144,679
674075285688614912,245,887
674063288070742018,1905,5708
674053186244734976,1125,2944
674051556661161984,431,1288
674045139690631169,564,1267
674042553264685056,109,636
674038233588723717,366,975
674036086168010753,180,759
674024893172875264,1082,1581
674019345211760640,264,1012
674014384960745472,559,1386
674008982932058114,299,1083
673956914389192708,834,1747
673919437611909120,325,1057
673906403526995968,1428,2839
673887867907739649,220,840
673716320723169284,669,2778
673715861853720576,1805,3158
673711475735838725,264,937
673709992831262724,236,748
673708611235921920,253,951
673707060090052608,346,986
673705679337693185,358,1124
673700254269775872,500,1280
673697980713705472,1691,3504
673689733134946305,568,1538
673688752737402881,438,1125
673686845050527744,375,1275
673680198160809984,414,1229
673662677122719744,326,1124
673656262056419329,198,650
673636718965334016,307,994
673612854080196609,629,1425
673583129559498752,313,1061
673580926094458881,238,735
673576835670777856,486,1227
673363615379013632,266,930
673359818736984064,592,1286
673355879178194945,491,1340
673352124999274496,471,1493
673350198937153538,184,682
673345638550134785,1098,2225
673343217010679808,234,854
673342308415348736,492,1131
673320132811366400,6866,11938
673317986296586240,216,780
673295268553605120,2740,6713
673270968295534593,312,955
673240798075449344,614,1275
673213039743795200,724,1965
673148804208660480,547,1487
672997845381865473,629,1752
672995267319328768,251,843
672988786805112832,253,873
672984142909456390,470,1117
672980819271634944,887,1624
672975131468300288,775,1497
672970152493887488,302,836
672968025906282496,469,1181
672964561327235073,557,1260
672902681409806336,422,1230
672898206762672129,363,792
672884426393653248,723,1365
672877615439593473,300,907
672834301050937345,502,1153
672828477930868736,416,1110
672640509974827008,270,872
672622327801233409,419,1148
672614745925664768,510,1085
672609152938721280,338,969
672604026190569472,335,965
672594978741354496,528,1176
672591762242805761,284,839
672591271085670400,157,640
672538107540070400,316,900
672523490734551040,146,552
672488522314567680,371,990
672482722825261057,518,989
672481316919734272,110,639
672475084225949696,605,1292
672466075045466113,447,1194
672272411274932228,2923,5701
672267570918129665,536,1313
672264251789176834,285,1009
672256522047614977,1324,2505
672254177670729728,647,1270
672248013293752320,520,1527
672245253877968896,131,606
672239279297454080,275,805
672231046314901505,876,1617
672222792075620352,176,700
672205392827572224,1005,1980
672169685991993344,317,910
672160042234327040,303,765
672139350159835138,592,1540
672125275208069120,986,2116
672095186491711488,328,873
672082170312290304,318,837
672068090318987265,439,1134
671896809300709376,3667,7594
671891728106971137,479,1170
671882082306625538,1204,3092
671879137494245376,570,1242
671874878652489728,478,1103
671866342182637568,417,995
671855973984772097,371,791
671789708968640512,2991,6297
671768281401958400,433,1046
671763349865160704,772,1489
671744970634719232,659,1203
671743150407421952,200,673
671735591348891648,651,1283
671729906628341761,3788,7477
671561002136281088,6298,11363
671550332464455680,183,809
671547767500775424,496,1201
671544874165002241,888,1727
671542985629241344,483,965
671538301157904385,333,837
671536543010570240,343,1036
671533943490011136,493,896
671528761649688577,214,736
671520732782923777,454,1218
671518598289059840,251,829
671511350426865664,605,1420
671504605491109889,3114,6220
671497587707535361,387,824
671488513339211776,412,884
671486386088865792,172,509
671485057807351808,195,677
671390180817915904,651,1279
671362598324076544,257,973
671357843010908160,133,351
671355857343524864,104,419
671347597085433856,369,831
671186162933985280,176,639
671182547775299584,283,976
671166507850801152,301,779
671163268581498880,965,1455
671159727754231808,68,313
671154572044468225,186,623
671151324042559489,126,587
671147085991960577,191,581
671141549288370177,569,1019
671138694582165504,340,820
671134062904504320,162,652
671122204919246848,2180,3079
671115716440031232,669,1211
671109016219725825,377,1002
670995969505435648,241,967
670842764863651840,7557,22020
670840546554966016,165,523
670838202509447168,598,980
670833812859932673,109,382
670832455012716544,184,646
670826280409919488,3493,4860
670823764196741120,159,673
670822709593571328,83,543
670815497391357952,1313,2774
670811965569282048,230,981
670807719151067136,425,1051
670804601705242624,815,1731
670803562457407488,77,301
670797304698376195,202,658
670792680469889025,237,732
670789397210615808,210,583
670786190031921152,168,527
670783437142401025,330,720
670782429121134593,654,1347
670780561024270336,249,698
670778058496974848,62,297
670764103623966721,371,956
670755717859713024,87,392
670733412878163972,446,848
670727704916926465,312,735
670717338665226240,416,1049
670704688707301377,317,686
670691627984359425,208,516
670679630144274432,240,664
670676092097810432,35,214
670668383499735048,4304,9434
670474236058800128,632,1332
670468609693655041,77,314
670465786746662913,466,852
670452855871037440,174,489
670449342516494336,567,1072
670444955656130560,1737,6043
670442337873600512,175,578
670435821946826752,434,937
670434127938719744,560,1255
670433248821026816,100,294
670428280563085312,520,1227
670427002554466305,141,461
670421925039075328,549,1140
670420569653809152,265,536
670417414769758208,280,500
670411370698022913,765,1791
670408998013820928,187,484
670403879788544000,128,374
670385711116361728,173,488
670374371102445568,236,669
670361874861563904,55,288
670338931251150849,96,373
670319130621435904,1065,3462
670303360680108032,107,382
670290420111441920,249,623
670093938074779648,275,908
670086499208155136,217,620
670079681849372674,1055,1953
670073503555706880,677,1383
670069087419133954,205,550
670061506722140161,289,666
670055038660800512,279,592
670046952931721218,151,576
670040295598354432,96,657
670037189829525505,240,527
670003130994700288,77,295
669993076832759809,70,283
669972011175813120,133,392
669970042633789440,43,271
669942763794931712,131,443
669926384437997569,81,338
669923323644657664,50,202
669753178989142016,340,705
669749430875258880,55,227
669684865554620416,74,446
669683899023405056,93,338
669682095984410625,115,312
669680153564442624,241,583
669661792646373376,365,714
669625907762618368,1560,3108
669603084620980224,316,845
669597912108789760,131,447
669583744538451968,800,1314
669573570759163904,120,388
669571471778410496,877,1406
669567591774625800,45,202
669564461267722241,104,335
669393256313184256,62,313
669375718304980992,626,1171
669371483794317312,148,434
669367896104181761,129,405
669363888236994561,200,556
669359674819481600,103,330
669354382627049472,1090,2378
669353438988365824,225,563
669351434509529089,153,377
669328503091937280,363,905
669327207240699904,101,496
669324657376567296,182,439
669216679721873412,346,1054
669214165781868544,135,384
669203728096960512,406,886
669037058363662336,264,571
669015743032369152,323,648
669006782128353280,209,510
669000397445533696,5501,18636
668994913074286592,187,389
668992363537309700,292,657
668989615043424256,288,594
668988183816871936,389,797
668986018524233728,139,478
668981893510119424,258,478
668979806671884288,291,701
668975677807423489,495,1151
668967877119254528,18,127
668960084974809088,209,618
668955713004314625,63,240
668932921458302977,50,227
668902994700836864,87,276
668892474547511297,126,353
668872652652679168,267,474
668852170888998912,139,409
668826086256599040,112,382
668815180734689280,225,491
668779399630725120,325,627
668655139528511488,187,470
668645506898350081,457,770
668643542311546881,445,782
668641109086707712,465,943
668636665813057536,434,918
668633411083464705,1375,2457
668631377374486528,280,617
668627278264475648,96,281
668625577880875008,111,327
668623201287675904,651,1244
668620235289837568,35,181
668614819948453888,271,541
668587383441514497,918,1472
668567822092664832,46,206
668544745690562560,197,453
668542336805281792,181,403
668537837512433665,61,226
668528771708952576,188,402
668507509523615744,87,276
668496999348633600,114,358
668484198282485761,207,371
668480044826800133,127,394
668466899341221888,439,767
668297328638447616,255,555
668291999406125056,28,213
668286279830867968,116,436
668274247790391296,196,717
668268907921326080,206,482
668256321989451776,516,1148
668248472370458624,406,838
668237644992782336,2411,5426
668226093875376128,85,246
668221241640230912,168,452
668204964695683073,171,487
668190681446379520,171,575
668171859951755264,161,424
668154635664932864,272,438
668142349051129856,239,508
668113020489474048,207,582
667937095915278337,690,1112
667924896115245057,95,264
667915453470232577,46,184
667911425562669056,245,430
667902449697558528,334,756
667886921285246976,906,1644
667885044254572545,398,729
667878741721415682,101,348
667873844930215936,338,550
667866724293877760,898,2704
667861340749471744,69,222
667832474953625600,54,254
667806454573760512,416,926
667801013445750784,81,282
667793409583771648,286,606
667782464991965184,210,363
667773195014021121,44,203
667766675769573376,185,371
667728196545200128,126,323
667724302356258817,268,422
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1944,5089
667546741521195010,106,303
667544320556335104,456,761
667538891197542400,58,175
667534815156183040,443,716
667530908589760512,206,409
667524857454854144,964,1496
667517642048163840,165,331
667509364010450944,1856,6040
667502640335572993,193,485
667495797102141441,231,457
667491009379606528,189,457
667470559035432960,85,225
667455448082227200,53,171
667453023279554560,73,279
667443425659232256,486,681
667437278097252352,197,396
667435689202614272,76,267
667405339315146752,195,410
667393430834667520,50,168
667369227918143488,144,328
667211855547486208,209,425
667200525029539841,227,544
667192066997374976,86,331
667188689915760640,328,643
667182792070062081,5251,12499
667177989038297088,48,165
667176164155375616,386,524
667174963120574464,69,218
667171260800061440,71,186
667165590075940865,964,2376
667160273090932737,50,219
667152164079423490,14565,42148
667138269671505920,1861,3995
667119796878725120,105,284
667090893657276420,105,286
667073648344346624,103,351
667070482143944705,12,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,163
667012601033924608,185,393
666996132027977728,78,213
666983947667116034,842,2235
666837028449972224,467,701
666835007768551424,65,183
666826780179869698,78,218
666817836334096384,209,442
666804364988780544,78,206
666786068205871104,408,657
666781792255496192,168,324
666776908487630848,148,303
666739327293083650,59,207
666701168228331520,181,371
666691418707132416,41,159
666649482315059201,524,993
666644823164719104,68,207
666454714377183233,179,447
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,41,137
666430724426358785,160,276
666428276349472768,67,139
666421158376562688,90,272
666418789513326592,39,107
666411507551481857,262,371
666407126856765440,30,93
666396247373291520,68,147
666373753744588802,73,162
666362758909284353,468,649
666353288456101888,56,179
666345417576210432,122,242
666337882303524864,79,168
666293911632134144,289,424
666287406224695296,55,123
666273097616637952,66,151
666268910803644416,38,99
666104133288665088,5457,12848
666102155909144576,11,66
666099513787052032,53,134
666094000022159362,63,142
666082916733198337,37,92
666073100786774016,130,273
666071193221509120,51,127
666063827256086533,180,396
666058600524156928,47,99
666057090499244032,112,247
666055525042405380,196,367
666051853826850816,699,1023
666050758794694657,50,115
666049248165822465,36,88
666044226329800704,115,246
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,419,2284
